IL_DepartureDate,DepartYear,DepartMonth,Day_of_Week_Departure,TotalDep,LegNumber,IL_DepartureStation,IL_ArrivalStation,InternationalDesc,LiftStatus,FlyThru,IsNTL,DepartureCountry,ArrivalCountry
08-05-25,2025,August,2,229,A0260,SYD,PEN,INT,NoShow,No,No,Philippines,Malaysia
09-02-25,2025,September,2,153,A0127,LHR,HND,INT,CheckedIn,No,No,Thailand,Japan
10-12-25,2025,October,7,160,A0486,SIN,LHR,INT,CheckedIn,No,No,Singapore,Thailand
06-26-26,2026,June,5,75,A0145,BKI,HND,INT,Boarded,No,No,Malaysia,Japan
08-09-25,2025,August,6,16,A0277,HND,SIN,INT,Boarded,No,No,Japan,Singapore
08-05-25,2025,August,2,164,A0136,KUL,PEN,DOM,Boarded,Yes,No,Malaysia,Malaysia
04-03-25,2025,April,4,231,A0411,BKK,KUL,INT,NoShow,No,No,Thailand,Malaysia
06-02-26,2026,June,2,232,A0426,KUL,SYD,INT,Default,No,No,Malaysia,Philippines
08-25-25,2025,August,1,152,A0344,BKI,JFK,INT,Default,No,No,Malaysia,Indonesia
06-21-25,2025,June,6,123,A0052,KUL,CGK,INT,NoShow,No,No,Malaysia,Indonesia
04-11-26,2026,April,6,73,A0099,SYD,JFK,INT,Boarded,No,No,Philippines,Indonesia
11-22-25,2025,November,6,211,A0116,CGK,LHR,INT,CheckedIn,No,No,Indonesia,Thailand
03-23-25,2025,March,7,237,A0315,BKI,SYD,INT,Default,No,No,Malaysia,Philippines
04-15-25,2025,April,2,201,A0252,CGK,SIN,INT,NoShow,No,No,Indonesia,Singapore
04-23-25,2025,April,3,172,A0396,CGK,SIN,INT,Boarded,Yes,No,Indonesia,Singapore
10-28-25,2025,October,2,177,A0133,BKI,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
03-19-26,2026,March,4,235,A0307,SIN,KUL,INT,CheckedIn,Yes,No,Singapore,Malaysia
02-25-25,2025,February,2,136,A0228,JFK,SYD,INT,Default,Yes,No,Indonesia,Philippines
05-08-25,2025,May,4,72,A0005,PEN,SIN,INT,Boarded,No,No,Malaysia,Singapore
07-08-25,2025,July,2,105,A0029,BKI,HND,INT,CheckedIn,No,No,Malaysia,Japan
07-20-25,2025,July,7,47,A0366,SIN,HND,INT,CheckedIn,Yes,No,Singapore,Japan
01-26-26,2026,January,1,110,A0094,SYD,SIN,INT,Boarded,No,No,Philippines,Singapore
07-27-25,2025,July,7,131,A0259,BKI,HND,INT,CheckedIn,No,No,Malaysia,Japan
02-28-25,2025,February,5,230,A0168,BKK,LHR,INT,Default,No,No,Thailand,Thailand
02-19-26,2026,February,4,176,A0174,BKI,JFK,INT,Default,No,No,Malaysia,Indonesia
01-08-25,2025,January,3,28,A0203,BKI,BKK,INT,Boarded,Yes,No,Malaysia,Thailand
10-31-25,2025,October,5,100,A0060,BKI,BKK,INT,CheckedIn,Yes,No,Malaysia,Thailand
12-13-25,2025,December,6,221,A0171,KUL,CGK,INT,Boarded,No,No,Malaysia,Indonesia
03-19-25,2025,March,3,64,A0398,SYD,HND,INT,CheckedIn,Yes,No,Philippines,Japan
09-03-25,2025,September,3,5,A0282,JFK,SIN,INT,Boarded,No,No,Indonesia,Singapore
02-11-26,2026,February,3,182,A0183,SYD,PEN,INT,Boarded,No,No,Philippines,Malaysia
06-04-26,2026,June,4,97,A0364,KUL,SIN,INT,Default,Yes,No,Malaysia,Singapore
10-21-25,2025,October,2,53,A0451,JFK,CGK,INT,NoShow,Yes,No,Indonesia,Indonesia
03-20-25,2025,March,4,14,A0407,HND,JFK,INT,NoShow,No,No,Japan,Indonesia
06-23-26,2026,June,2,195,A0261,KUL,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
03-09-26,2026,March,1,171,A0316,KUL,PEN,DOM,Default,No,No,Malaysia,Malaysia
10-09-25,2025,October,4,6,A0029,BKI,HND,INT,Boarded,No,No,Malaysia,Japan
12-14-25,2025,December,7,235,A0111,SYD,BKK,INT,CheckedIn,Yes,No,Philippines,Thailand
04-09-25,2025,April,3,175,A0308,JFK,BKI,INT,Boarded,Yes,No,Indonesia,Malaysia
06-26-25,2025,June,4,183,A0183,SYD,PEN,INT,Default,Yes,No,Philippines,Malaysia
10-29-25,2025,October,3,143,A0260,SYD,PEN,INT,Default,No,No,Philippines,Malaysia
01-22-25,2025,January,3,124,A0280,CGK,BKK,INT,NoShow,Yes,No,Indonesia,Thailand
05-23-25,2025,May,5,6,A0076,PEN,HND,INT,Boarded,No,No,Malaysia,Japan
08-19-25,2025,August,2,170,A0243,KUL,BKK,INT,CheckedIn,No,No,Malaysia,Thailand
03-17-25,2025,March,1,159,A0214,LHR,BKI,INT,NoShow,No,No,Thailand,Malaysia
07-26-25,2025,July,6,197,A0236,PEN,JFK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
05-15-26,2026,May,5,156,A0408,JFK,PEN,INT,Default,Yes,No,Indonesia,Malaysia
12-20-25,2025,December,6,145,A0413,SYD,KUL,INT,CheckedIn,Yes,No,Philippines,Malaysia
01-14-26,2026,January,3,45,A0226,JFK,CGK,INT,NoShow,No,No,Indonesia,Indonesia
02-24-25,2025,February,1,205,A0322,SIN,BKI,INT,Default,No,No,Singapore,Malaysia
04-05-26,2026,April,7,183,A0400,BKI,CGK,INT,Default,No,No,Malaysia,Indonesia
09-15-25,2025,September,1,45,A0171,KUL,CGK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
12-29-25,2025,December,1,84,A0415,JFK,SIN,INT,CheckedIn,Yes,No,Indonesia,Singapore
02-18-26,2026,February,3,103,A0287,KUL,JFK,INT,NoShow,No,No,Malaysia,Indonesia
03-25-26,2026,March,3,108,A0042,LHR,KUL,INT,Default,Yes,No,Thailand,Malaysia
04-26-26,2026,April,7,173,A0332,JFK,SIN,INT,CheckedIn,No,No,Indonesia,Singapore
06-01-25,2025,June,7,232,A0193,PEN,BKK,INT,CheckedIn,No,No,Malaysia,Thailand
04-18-25,2025,April,5,186,A0099,SYD,JFK,INT,NoShow,No,No,Philippines,Indonesia
11-04-25,2025,November,2,6,A0321,SYD,BKK,INT,Boarded,No,No,Philippines,Thailand
06-21-25,2025,June,6,123,A0347,SIN,PEN,INT,CheckedIn,No,No,Singapore,Malaysia
05-21-26,2026,May,4,35,A0114,BKI,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
06-25-26,2026,June,4,212,A0275,JFK,KUL,INT,CheckedIn,No,No,Indonesia,Malaysia
05-17-26,2026,May,7,80,A0338,SIN,KUL,INT,Default,No,No,Singapore,Malaysia
08-25-25,2025,August,1,195,A0243,KUL,BKK,INT,Default,No,No,Malaysia,Thailand
07-30-25,2025,July,3,169,A0147,SIN,SYD,INT,NoShow,No,No,Singapore,Philippines
10-19-25,2025,October,7,17,A0009,LHR,PEN,INT,Default,No,No,Thailand,Malaysia
12-29-25,2025,December,1,139,A0123,LHR,SYD,INT,Default,No,No,Thailand,Philippines
01-26-25,2025,January,7,140,A0256,LHR,SIN,INT,Default,Yes,No,Thailand,Singapore
07-03-25,2025,July,4,79,A0446,SIN,SYD,INT,NoShow,No,No,Singapore,Philippines
10-30-25,2025,October,4,239,A0078,PEN,BKK,INT,NoShow,No,No,Malaysia,Thailand
06-08-26,2026,June,1,34,A0003,PEN,KUL,DOM,Default,Yes,No,Malaysia,Malaysia
03-07-26,2026,March,6,214,A0370,BKK,PEN,INT,Default,Yes,No,Thailand,Malaysia
12-30-25,2025,December,2,29,A0205,LHR,BKK,INT,NoShow,Yes,No,Thailand,Thailand
02-27-25,2025,February,4,106,A0132,KUL,PEN,DOM,NoShow,Yes,No,Malaysia,Malaysia
11-09-25,2025,November,7,81,A0212,BKK,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
03-16-26,2026,March,1,116,A0123,LHR,SYD,INT,Boarded,No,No,Thailand,Philippines
12-01-25,2025,December,1,231,A0028,LHR,HND,INT,NoShow,No,No,Thailand,Japan
07-15-25,2025,July,2,92,A0493,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
10-02-25,2025,October,4,160,A0490,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
06-19-25,2025,June,4,204,A0062,HND,BKK,INT,CheckedIn,No,Yes,Japan,Thailand
11-26-25,2025,November,3,65,A0194,SIN,BKI,INT,Boarded,No,No,Singapore,Malaysia
04-24-25,2025,April,4,34,A0295,PEN,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
04-08-25,2025,April,2,34,A0442,BKK,SIN,INT,Default,No,No,Thailand,Singapore
10-17-25,2025,October,5,151,A0073,BKI,PEN,DOM,Default,No,No,Malaysia,Malaysia
11-09-25,2025,November,7,101,A0419,LHR,CGK,INT,CheckedIn,No,No,Thailand,Indonesia
06-03-26,2026,June,3,16,A0443,BKI,SYD,INT,Boarded,No,No,Malaysia,Philippines
03-15-26,2026,March,7,186,A0031,SYD,HND,INT,NoShow,No,No,Philippines,Japan
01-22-26,2026,January,4,147,A0384,CGK,BKI,INT,NoShow,No,No,Indonesia,Malaysia
02-01-25,2025,February,6,11,A0444,SIN,SYD,INT,Boarded,No,No,Singapore,Philippines
10-27-25,2025,October,1,121,A0052,KUL,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
10-09-25,2025,October,4,73,A0339,KUL,LHR,INT,Boarded,No,No,Malaysia,Thailand
07-06-25,2025,July,7,36,A0494,BKK,SYD,INT,Default,No,No,Thailand,Philippines
07-12-25,2025,July,6,66,A0445,KUL,CGK,INT,Default,No,No,Malaysia,Indonesia
06-16-26,2026,June,2,44,A0201,CGK,KUL,INT,Default,Yes,No,Indonesia,Malaysia
06-21-26,2026,June,7,13,A0069,HND,KUL,INT,Boarded,No,No,Japan,Malaysia
03-15-25,2025,March,6,218,A0027,PEN,LHR,INT,NoShow,Yes,No,Malaysia,Thailand
02-28-25,2025,February,5,103,A0154,BKK,SYD,INT,CheckedIn,Yes,No,Thailand,Philippines
11-28-25,2025,November,5,85,A0197,SIN,PEN,INT,NoShow,No,No,Singapore,Malaysia
03-20-25,2025,March,4,239,A0066,KUL,BKI,DOM,Boarded,No,No,Malaysia,Malaysia
03-13-25,2025,March,4,146,A0212,BKK,KUL,INT,Boarded,No,No,Thailand,Malaysia
05-24-26,2026,May,7,183,A0346,BKI,JFK,INT,Boarded,Yes,No,Malaysia,Indonesia
03-16-26,2026,March,1,189,A0227,SIN,LHR,INT,CheckedIn,No,No,Singapore,Thailand
07-30-25,2025,July,3,214,A0322,SIN,BKI,INT,CheckedIn,No,No,Singapore,Malaysia
04-09-25,2025,April,3,31,A0027,PEN,LHR,INT,Default,No,No,Malaysia,Thailand
05-23-26,2026,May,6,86,A0382,BKI,KUL,DOM,CheckedIn,Yes,No,Malaysia,Malaysia
12-22-25,2025,December,1,223,A0373,CGK,LHR,INT,Default,No,No,Indonesia,Thailand
08-22-25,2025,August,5,66,A0123,LHR,SYD,INT,Default,Yes,No,Thailand,Philippines
05-23-25,2025,May,5,153,A0214,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
04-12-25,2025,April,6,175,A0380,HND,LHR,INT,CheckedIn,No,No,Japan,Thailand
07-08-25,2025,July,2,211,A0392,LHR,JFK,INT,Default,No,No,Thailand,Indonesia
04-25-25,2025,April,5,108,A0104,PEN,JFK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
01-20-25,2025,January,1,203,A0378,CGK,BKI,INT,NoShow,Yes,No,Indonesia,Malaysia
06-23-26,2026,June,2,231,A0160,KUL,PEN,DOM,Default,Yes,Yes,Malaysia,Malaysia
01-17-26,2026,January,6,80,A0385,BKK,CGK,INT,Boarded,No,No,Thailand,Indonesia
01-17-26,2026,January,6,124,A0382,BKI,KUL,DOM,NoShow,No,No,Malaysia,Malaysia
04-12-25,2025,April,6,75,A0357,HND,LHR,INT,Default,No,No,Japan,Thailand
06-23-25,2025,June,1,209,A0005,PEN,SIN,INT,Boarded,No,No,Malaysia,Singapore
07-26-25,2025,July,6,85,A0039,CGK,BKI,INT,Boarded,No,No,Indonesia,Malaysia
09-15-25,2025,September,1,226,A0013,JFK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
04-20-25,2025,April,7,218,A0323,SYD,CGK,INT,CheckedIn,Yes,No,Philippines,Indonesia
01-03-26,2026,January,6,220,A0427,SYD,PEN,INT,NoShow,No,No,Philippines,Malaysia
03-09-26,2026,March,1,206,A0370,BKK,PEN,INT,CheckedIn,No,No,Thailand,Malaysia
12-14-25,2025,December,7,27,A0418,SIN,BKK,INT,NoShow,No,No,Singapore,Thailand
02-06-26,2026,February,5,158,A0418,SIN,BKK,INT,CheckedIn,Yes,No,Singapore,Thailand
09-30-25,2025,September,2,217,A0036,PEN,HND,INT,Default,No,No,Malaysia,Japan
07-29-25,2025,July,2,113,A0498,SYD,PEN,INT,CheckedIn,No,No,Philippines,Malaysia
04-14-25,2025,April,1,32,A0009,LHR,PEN,INT,Default,Yes,No,Thailand,Malaysia
06-11-26,2026,June,4,101,A0267,CGK,JFK,INT,Default,Yes,No,Indonesia,Indonesia
01-27-25,2025,January,1,213,A0234,CGK,SIN,INT,NoShow,No,No,Indonesia,Singapore
03-27-25,2025,March,4,21,A0317,LHR,PEN,INT,Boarded,Yes,No,Thailand,Malaysia
02-03-25,2025,February,1,53,A0433,BKK,PEN,INT,Default,No,No,Thailand,Malaysia
04-10-26,2026,April,5,55,A0104,PEN,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
04-26-26,2026,April,7,77,A0376,HND,PEN,INT,Default,No,Yes,Japan,Malaysia
10-17-25,2025,October,5,228,A0219,BKK,SYD,INT,NoShow,No,No,Thailand,Philippines
05-26-26,2026,May,2,189,A0157,LHR,JFK,INT,CheckedIn,No,No,Thailand,Indonesia
08-29-25,2025,August,5,29,A0381,JFK,CGK,INT,Boarded,Yes,No,Indonesia,Indonesia
04-15-26,2026,April,3,9,A0253,KUL,SYD,INT,Default,No,No,Malaysia,Philippines
08-15-25,2025,August,5,44,A0046,BKI,PEN,DOM,Default,No,No,Malaysia,Malaysia
05-14-25,2025,May,3,79,A0266,HND,LHR,INT,CheckedIn,No,No,Japan,Thailand
10-20-25,2025,October,1,210,A0053,BKK,SYD,INT,Boarded,No,Yes,Thailand,Philippines
03-07-26,2026,March,6,80,A0152,SIN,HND,INT,Boarded,Yes,No,Singapore,Japan
05-29-25,2025,May,4,43,A0124,SYD,CGK,INT,NoShow,Yes,No,Philippines,Indonesia
08-24-25,2025,August,7,116,A0009,LHR,PEN,INT,Default,No,No,Thailand,Malaysia
04-29-25,2025,April,2,109,A0203,BKI,BKK,INT,Default,Yes,No,Malaysia,Thailand
03-21-25,2025,March,5,66,A0470,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
11-25-25,2025,November,2,118,A0457,LHR,KUL,INT,Boarded,No,No,Thailand,Malaysia
04-11-25,2025,April,5,63,A0228,JFK,SYD,INT,Boarded,No,No,Indonesia,Philippines
05-19-26,2026,May,2,67,A0470,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
02-23-26,2026,February,1,63,A0391,PEN,LHR,INT,Default,Yes,No,Malaysia,Thailand
05-29-26,2026,May,5,121,A0490,BKK,LHR,INT,Default,No,No,Thailand,Thailand
09-05-25,2025,September,5,12,A0276,LHR,PEN,INT,CheckedIn,No,No,Thailand,Malaysia
03-23-25,2025,March,7,8,A0331,SIN,BKI,INT,Boarded,Yes,No,Singapore,Malaysia
08-31-25,2025,August,7,139,A0324,SIN,JFK,INT,Boarded,Yes,No,Singapore,Indonesia
11-26-25,2025,November,3,116,A0393,PEN,SYD,INT,Default,No,No,Malaysia,Philippines
05-17-25,2025,May,6,119,A0406,HND,BKK,INT,CheckedIn,No,No,Japan,Thailand
03-05-25,2025,March,3,145,A0414,JFK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
11-16-25,2025,November,7,10,A0465,SIN,CGK,INT,NoShow,Yes,No,Singapore,Indonesia
09-14-25,2025,September,7,210,A0130,CGK,PEN,INT,CheckedIn,Yes,No,Indonesia,Malaysia
11-26-25,2025,November,3,139,A0431,KUL,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
03-10-26,2026,March,2,2,A0402,PEN,KUL,DOM,NoShow,Yes,No,Malaysia,Malaysia
07-21-25,2025,July,1,193,A0103,LHR,SYD,INT,Default,No,No,Thailand,Philippines
01-26-26,2026,January,1,181,A0276,LHR,PEN,INT,CheckedIn,No,No,Thailand,Malaysia
01-07-26,2026,January,3,159,A0082,PEN,KUL,DOM,Default,Yes,No,Malaysia,Malaysia
06-23-25,2025,June,1,238,A0106,HND,SIN,INT,Default,No,No,Japan,Singapore
12-08-25,2025,December,1,183,A0463,BKI,JFK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
05-30-25,2025,May,5,4,A0235,PEN,BKK,INT,NoShow,Yes,No,Malaysia,Thailand
03-10-26,2026,March,2,215,A0006,HND,PEN,INT,Boarded,No,No,Japan,Malaysia
01-08-25,2025,January,3,75,A0096,HND,CGK,INT,Boarded,No,No,Japan,Indonesia
04-08-26,2026,April,3,140,A0404,LHR,BKI,INT,Boarded,No,No,Thailand,Malaysia
05-28-26,2026,May,4,139,A0200,SYD,BKK,INT,Boarded,No,No,Philippines,Thailand
02-02-26,2026,February,1,86,A0087,JFK,BKI,INT,Boarded,No,No,Indonesia,Malaysia
11-20-25,2025,November,4,217,A0084,BKK,LHR,INT,Default,No,No,Thailand,Thailand
03-03-26,2026,March,2,17,A0256,LHR,SIN,INT,Default,No,Yes,Thailand,Singapore
10-01-25,2025,October,3,99,A0204,JFK,SIN,INT,NoShow,No,No,Indonesia,Singapore
09-10-25,2025,September,3,166,A0148,HND,PEN,INT,NoShow,No,No,Japan,Malaysia
09-18-25,2025,September,4,102,A0294,CGK,HND,INT,Default,No,No,Indonesia,Japan
10-30-25,2025,October,4,135,A0371,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
03-18-25,2025,March,2,49,A0241,BKI,CGK,INT,NoShow,Yes,No,Malaysia,Indonesia
06-10-26,2026,June,3,33,A0190,BKK,CGK,INT,Boarded,No,No,Thailand,Indonesia
06-17-26,2026,June,3,217,A0237,BKI,KUL,DOM,CheckedIn,No,No,Malaysia,Malaysia
04-16-25,2025,April,3,85,A0263,BKI,CGK,INT,NoShow,No,Yes,Malaysia,Indonesia
05-22-26,2026,May,5,109,A0202,HND,SIN,INT,Boarded,Yes,No,Japan,Singapore
01-09-25,2025,January,4,36,A0280,CGK,BKK,INT,Boarded,No,No,Indonesia,Thailand
02-10-25,2025,February,1,212,A0364,KUL,SIN,INT,CheckedIn,Yes,No,Malaysia,Singapore
12-10-25,2025,December,3,36,A0084,BKK,LHR,INT,Boarded,Yes,No,Thailand,Thailand
05-30-26,2026,May,6,1,A0035,SIN,CGK,INT,NoShow,No,No,Singapore,Indonesia
03-13-26,2026,March,5,166,A0044,JFK,LHR,INT,NoShow,Yes,Yes,Indonesia,Thailand
12-17-25,2025,December,3,38,A0201,CGK,KUL,INT,NoShow,Yes,No,Indonesia,Malaysia
02-04-25,2025,February,2,157,A0481,SYD,KUL,INT,CheckedIn,No,No,Philippines,Malaysia
01-21-26,2026,January,3,29,A0156,SYD,JFK,INT,NoShow,No,No,Philippines,Indonesia
02-16-25,2025,February,7,69,A0469,PEN,KUL,DOM,Boarded,No,No,Malaysia,Malaysia
12-18-25,2025,December,4,161,A0080,BKI,SYD,INT,Boarded,No,No,Malaysia,Philippines
12-02-25,2025,December,2,178,A0313,BKK,LHR,INT,CheckedIn,No,No,Thailand,Thailand
02-04-25,2025,February,2,216,A0261,KUL,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
03-17-26,2026,March,2,37,A0493,LHR,BKI,INT,Default,Yes,No,Thailand,Malaysia
09-27-25,2025,September,6,231,A0207,PEN,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
02-13-25,2025,February,4,34,A0334,BKK,SIN,INT,NoShow,No,No,Thailand,Singapore
01-03-26,2026,January,6,76,A0486,SIN,LHR,INT,Default,No,No,Singapore,Thailand
03-21-26,2026,March,6,168,A0047,SYD,CGK,INT,CheckedIn,No,No,Philippines,Indonesia
10-05-25,2025,October,7,36,A0182,BKI,PEN,DOM,CheckedIn,Yes,No,Malaysia,Malaysia
01-17-26,2026,January,6,216,A0039,CGK,BKI,INT,Boarded,No,No,Indonesia,Malaysia
03-09-26,2026,March,1,90,A0077,HND,KUL,INT,Default,Yes,No,Japan,Malaysia
10-03-25,2025,October,5,40,A0114,BKI,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
01-31-26,2026,January,6,137,A0011,KUL,JFK,INT,Boarded,No,No,Malaysia,Indonesia
08-15-25,2025,August,5,69,A0266,HND,LHR,INT,NoShow,Yes,No,Japan,Thailand
09-03-25,2025,September,3,108,A0451,JFK,CGK,INT,Default,No,No,Indonesia,Indonesia
05-20-26,2026,May,3,72,A0271,BKI,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
12-13-25,2025,December,6,68,A0102,SYD,BKI,INT,Default,Yes,No,Philippines,Malaysia
08-31-25,2025,August,7,13,A0006,HND,PEN,INT,Default,No,No,Japan,Malaysia
08-29-25,2025,August,5,64,A0226,JFK,CGK,INT,Boarded,No,No,Indonesia,Indonesia
05-13-26,2026,May,3,137,A0039,CGK,BKI,INT,Default,Yes,No,Indonesia,Malaysia
06-29-26,2026,June,1,168,A0023,SYD,CGK,INT,CheckedIn,No,No,Philippines,Indonesia
12-28-25,2025,December,7,44,A0168,BKK,LHR,INT,NoShow,No,No,Thailand,Thailand
03-31-25,2025,March,1,93,A0369,SIN,JFK,INT,Default,Yes,No,Singapore,Indonesia
03-13-26,2026,March,5,168,A0272,PEN,SYD,INT,NoShow,No,No,Malaysia,Philippines
06-15-26,2026,June,1,186,A0333,HND,SIN,INT,Default,No,No,Japan,Singapore
05-05-26,2026,May,2,19,A0104,PEN,JFK,INT,NoShow,No,No,Malaysia,Indonesia
06-25-25,2025,June,3,97,A0320,BKK,KUL,INT,Default,No,No,Thailand,Malaysia
03-03-26,2026,March,2,186,A0325,BKK,CGK,INT,CheckedIn,No,No,Thailand,Indonesia
05-07-26,2026,May,4,164,A0415,JFK,SIN,INT,Default,Yes,No,Indonesia,Singapore
09-11-25,2025,September,4,105,A0067,SYD,BKK,INT,CheckedIn,No,No,Philippines,Thailand
05-28-26,2026,May,4,40,A0158,LHR,CGK,INT,NoShow,No,No,Thailand,Indonesia
04-03-25,2025,April,4,209,A0335,SYD,PEN,INT,Boarded,No,No,Philippines,Malaysia
05-18-26,2026,May,1,144,A0303,SYD,KUL,INT,Boarded,No,No,Philippines,Malaysia
03-09-25,2025,March,7,118,A0258,PEN,BKI,DOM,NoShow,No,No,Malaysia,Malaysia
06-14-25,2025,June,6,183,A0016,CGK,KUL,INT,CheckedIn,Yes,No,Indonesia,Malaysia
05-29-25,2025,May,4,153,A0396,CGK,SIN,INT,CheckedIn,Yes,No,Indonesia,Singapore
01-06-26,2026,January,2,231,A0007,LHR,KUL,INT,NoShow,No,No,Thailand,Malaysia
01-12-26,2026,January,1,141,A0295,PEN,CGK,INT,Boarded,No,No,Malaysia,Indonesia
05-02-25,2025,May,5,104,A0149,PEN,HND,INT,Default,No,No,Malaysia,Japan
05-26-25,2025,May,1,62,A0410,PEN,SIN,INT,Default,Yes,No,Malaysia,Singapore
05-23-25,2025,May,5,226,A0364,KUL,SIN,INT,Boarded,Yes,No,Malaysia,Singapore
04-05-26,2026,April,7,95,A0215,SIN,CGK,INT,CheckedIn,No,No,Singapore,Indonesia
05-20-26,2026,May,3,91,A0344,BKI,JFK,INT,NoShow,No,No,Malaysia,Indonesia
12-12-25,2025,December,5,222,A0059,SIN,HND,INT,NoShow,Yes,No,Singapore,Japan
11-26-25,2025,November,3,220,A0373,CGK,LHR,INT,CheckedIn,No,No,Indonesia,Thailand
06-02-26,2026,June,2,3,A0453,BKK,CGK,INT,CheckedIn,Yes,Yes,Thailand,Indonesia
02-19-25,2025,February,3,224,A0027,PEN,LHR,INT,CheckedIn,Yes,No,Malaysia,Thailand
01-17-26,2026,January,6,112,A0396,CGK,SIN,INT,Default,No,No,Indonesia,Singapore
06-29-25,2025,June,7,133,A0321,SYD,BKK,INT,Boarded,No,No,Philippines,Thailand
05-31-25,2025,May,6,11,A0422,CGK,PEN,INT,CheckedIn,Yes,No,Indonesia,Malaysia
10-21-25,2025,October,2,111,A0205,LHR,BKK,INT,NoShow,No,No,Thailand,Thailand
05-09-25,2025,May,5,24,A0010,BKI,BKK,INT,CheckedIn,No,No,Malaysia,Thailand
05-18-26,2026,May,1,109,A0304,CGK,LHR,INT,Boarded,No,No,Indonesia,Thailand
01-13-25,2025,January,1,193,A0205,LHR,BKK,INT,Default,No,No,Thailand,Thailand
01-14-25,2025,January,2,140,A0271,BKI,SYD,INT,Boarded,No,No,Malaysia,Philippines
05-05-26,2026,May,2,135,A0214,LHR,BKI,INT,Boarded,No,No,Thailand,Malaysia
08-10-25,2025,August,7,163,A0184,JFK,PEN,INT,CheckedIn,Yes,No,Indonesia,Malaysia
09-23-25,2025,September,2,49,A0222,JFK,LHR,INT,NoShow,No,No,Indonesia,Thailand
03-04-25,2025,March,2,45,A0304,CGK,LHR,INT,Default,No,No,Indonesia,Thailand
08-28-25,2025,August,4,176,A0419,LHR,CGK,INT,CheckedIn,Yes,No,Thailand,Indonesia
10-07-25,2025,October,2,191,A0053,BKK,SYD,INT,Default,Yes,No,Thailand,Philippines
06-17-25,2025,June,2,129,A0479,HND,CGK,INT,CheckedIn,No,No,Japan,Indonesia
04-19-26,2026,April,7,54,A0177,BKI,PEN,DOM,NoShow,Yes,No,Malaysia,Malaysia
04-06-26,2026,April,1,148,A0269,PEN,BKI,DOM,CheckedIn,No,No,Malaysia,Malaysia
04-18-26,2026,April,6,165,A0031,SYD,HND,INT,Default,No,No,Philippines,Japan
08-20-25,2025,August,3,112,A0190,BKK,CGK,INT,Default,Yes,No,Thailand,Indonesia
05-05-26,2026,May,2,24,A0024,KUL,LHR,INT,CheckedIn,Yes,No,Malaysia,Thailand
10-21-25,2025,October,2,199,A0340,CGK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
03-17-25,2025,March,1,134,A0456,PEN,LHR,INT,Default,Yes,No,Malaysia,Thailand
09-24-25,2025,September,3,234,A0074,SYD,LHR,INT,Default,No,No,Philippines,Thailand
12-16-25,2025,December,2,90,A0429,HND,SIN,INT,NoShow,No,No,Japan,Singapore
01-08-25,2025,January,3,88,A0213,SYD,KUL,INT,Boarded,No,No,Philippines,Malaysia
06-07-25,2025,June,6,55,A0151,JFK,PEN,INT,Default,No,No,Indonesia,Malaysia
06-11-25,2025,June,3,229,A0202,HND,SIN,INT,Default,No,No,Japan,Singapore
11-05-25,2025,November,3,61,A0106,HND,SIN,INT,Default,Yes,No,Japan,Singapore
06-25-26,2026,June,4,195,A0444,SIN,SYD,INT,CheckedIn,No,No,Singapore,Philippines
07-11-25,2025,July,5,31,A0306,BKI,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
05-11-26,2026,May,1,191,A0113,BKI,KUL,DOM,Boarded,No,No,Malaysia,Malaysia
05-26-25,2025,May,1,222,A0307,SIN,KUL,INT,Boarded,No,No,Singapore,Malaysia
11-18-25,2025,November,2,235,A0192,SYD,CGK,INT,Boarded,No,No,Philippines,Indonesia
04-17-26,2026,April,5,141,A0277,HND,SIN,INT,CheckedIn,No,No,Japan,Singapore
09-26-25,2025,September,5,95,A0429,HND,SIN,INT,Boarded,No,No,Japan,Singapore
05-11-25,2025,May,7,109,A0373,CGK,LHR,INT,Default,No,No,Indonesia,Thailand
05-10-25,2025,May,6,25,A0379,LHR,BKK,INT,NoShow,No,No,Thailand,Thailand
